Subject,Session,Age,Speaker,Child.Gender,SES,Length,Utterances,Utterances.with.Letters,Letter.name,Letter.shape,Letter.sound,Spelling,Child.name,Other.name,Names,Letter.Teaching,Not.Letter.Teaching,Age.KG1,WJ.KG1,EL.KG1,SM.KG1,Age.KG3,WJ.KG3,EL.KG3,SM.KG3,KG3.PropCorr,KG3.distMean
125,5,2.51,0,1,1.5039,90.06,2868,1,0,0,0,0,0,0,0,0,0,506,119,8,10,602,127,12,12,0.4,1.06
125,6,2.87,0,1,1.5039,90,4624,2,1,0,0,1,0,0,0,0,1,506,119,8,10,602,127,12,12,0.4,1.06
125,7,3.21,0,1,1.5039,90,2686,0,0,0,0,0,0,0,0,0,0,506,119,8,10,602,127,12,12,0.4,1.06
125,8,3.53,0,1,1.5039,75.24,4515,24,24,0,0,8,0,0,0,24,0,506,119,8,10,602,127,12,12,0.4,1.06
125,9,3.87,0,1,1.5039,90,2899,0,0,0,0,0,0,0,0,0,0,506,119,8,10,602,127,12,12,0.4,1.06
125,10,4.18,0,1,1.5039,88,1172,0,0,0,0,0,0,0,0,0,0,506,119,8,10,602,127,12,12,0.4,1.06
125,11,4.57,0,1,1.5039,90,885,0,0,0,0,0,0,0,0,0,0,506,119,8,10,602,127,12,12,0.4,1.06
125,12,4.84,0,1,1.5039,90,948,0,0,0,0,0,0,0,0,0,0,506,119,8,10,602,127,12,12,0.4,1.06
127,1,1.34,0,0,-0.02203,88,2652,0,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,2,1.53,0,0,-0.02203,88.59,1829,0,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,3,1.84,0,0,-0.02203,90,2858,0,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,4,2.15,0,0,-0.02203,89.54,1712,0,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,5,2.51,0,0,-0.02203,89.57,3212,2,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,6,2.84,0,0,-0.02203,89.56,5024,0,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,7,3.16,0,0,-0.02203,89.58,3709,33,26,2,3,21,0,21,21,0,24,508,137,12,10,602,143,13,12,0.5,0.88
127,8,3.51,0,0,-0.02203,90,1265,0,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,9,3.83,0,0,-0.02203,90,4811,25,25,0,0,2,0,0,0,0,25,508,137,12,10,602,143,13,12,0.5,0.88
127,10,4.18,0,0,-0.02203,97,9548,9,8,0,0,8,0,0,0,0,8,508,137,12,10,602,143,13,12,0.5,0.88
127,11,4.52,0,0,-0.02203,90,7599,2,0,0,0,0,0,0,0,0,0,508,137,12,10,602,143,13,12,0.5,0.88
127,12,4.9,0,0,-0.02203,90,9300,18,16,0,4,12,0,0,0,0,16,508,137,12,10,602,143,13,12,0.5,0.88
22,1,1.24,1,1,0.44834,92,100,0,0,0,0,0,0,0,0,0,0,505,118,13,15,600,136,16,14,0.4,1.84
22,2,1.51,1,1,0.44834,90,423,0,0,0,0,0,0,0,0,0,0,505,118,13,15,600,136,16,14,0.4,1.84
22,3,1.83,1,1,0.44834,91.52,597,0,0,0,0,0,0,0,0,0,0,505,118,13,15,600,136,16,14,0.4,1.84
22,4,2.18,1,1,0.44834,90,1714,0,0,0,0,0,0,0,0,0,0,505,118,13,15,600,136,16,14,0.4,1.84
22,5,2.54,1,1,0.44834,89.3,3215,14,8,6,0,0,0,0,0,0,8,505,118,13,15,600,136,16,14,0.4,1.84
22,6,2.86,1,1,0.44834,90,3141,19,19,0,0,0,0,0,0,6,13,505,118,13,15,600,136,16,14,0.4,1.84
22,7,3.17,1,1,0.44834,89.58,2640,17,16,0,0,5,0,1,1,16,0,505,118,13,15,600,136,16,14,0.4,1.84
22,8,3.48,1,1,0.44834,90,2180,18,14,0,0,5,0,0,0,0,14,505,118,13,15,600,136,16,14,0.4,1.84
22,9,3.89,1,1,0.44834,90,2629,0,0,0,0,0,0,0,0,0,0,505,118,13,15,600,136,16,14,0.4,1.84
22,10,4.2,1,1,0.44834,90,2469,2,2,0,0,2,0,0,0,0,2,505,118,13,15,600,136,16,14,0.4,1.84
22,11,4.5,1,1,0.44834,90,2719,31,31,0,1,28,0,0,0,0,31,505,118,13,15,600,136,16,14,0.4,1.84
22,12,4.82,1,1,0.44834,90,1803,0,0,0,0,0,0,0,0,0,0,505,118,13,15,600,136,16,14,0.4,1.84
24,1,1.21,1,1,1.26871,91.16,56,6,6,0,0,0,0,0,0,6,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,2,1.53,1,1,1.26871,90,161,0,0,0,0,0,0,0,0,0,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,3,1.88,1,1,1.26871,80,309,0,0,0,0,0,0,0,0,0,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,4,2.2,1,1,1.26871,90,661,8,4,0,0,1,1,0,1,4,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,5,2.49,1,1,1.26871,90.19,2435,54,48,0,1,4,0,0,0,48,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,6,2.82,1,1,1.26871,89.58,2850,45,21,4,0,18,6,4,10,19,2,504,161,13,14,NA,NA,NA,NA,NA,NA
24,7,3.2,1,1,1.26871,90,2232,11,3,0,0,9,0,0,0,1,2,504,161,13,14,NA,NA,NA,NA,NA,NA
24,8,3.49,1,1,1.26871,90,3159,7,5,0,2,0,0,0,0,0,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,9,3.89,1,1,1.26871,90,3693,48,10,4,0,25,1,0,1,10,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,10,4.2,1,1,1.26871,85,2773,1,0,0,0,1,0,1,1,0,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,11,4.62,1,1,1.26871,90,2735,0,0,0,0,0,0,0,0,0,0,504,161,13,14,NA,NA,NA,NA,NA,NA
24,12,4.92,1,1,1.26871,90,3102,29,19,1,0,3,1,0,1,16,3,504,161,13,14,NA,NA,NA,NA,NA,NA
25,1,1.2,1,0,-0.02203,79.54,3,0,0,0,0,0,0,0,0,0,0,503,105,7,11,601,114,8,11,0,4.42
25,2,1.49,1,0,-0.02203,87.05,17,0,0,0,0,0,0,0,0,0,0,503,105,7,11,601,114,8,11,0,4.42
25,3,1.8,1,0,-0.02203,87.05,265,0,0,0,0,0,0,0,0,0,0,503,105,7,11,601,114,8,11,0,4.42
25,4,2.18,1,0,-0.02203,90,896,0,0,0,0,0,0,0,0,0,0,503,105,7,11,601,114,8,11,0,4.42
25,5,2.49,1,0,-0.02203,90,1588,11,7,0,0,0,0,0,0,7,0,503,105,7,11,601,114,8,11,0,4.42
25,6,2.84,1,0,-0.02203,90,1995,0,0,0,0,0,0,0,0,0,0,503,105,7,11,601,114,8,11,0,4.42
25,7,3.2,1,0,-0.02203,90,2707,2,2,0,0,0,0,0,0,2,0,503,105,7,11,601,114,8,11,0,4.42
25,8,3.54,1,0,-0.02203,90,3966,34,3,0,0,21,0,5,5,3,0,503,105,7,11,601,114,8,11,0,4.42
25,9,3.85,1,0,-0.02203,90,4447,21,20,2,0,0,0,0,0,20,0,503,105,7,11,601,114,8,11,0,4.42
25,10,4.18,1,0,-0.02203,90,3594,48,48,2,0,0,0,0,0,48,0,503,105,7,11,601,114,8,11,0,4.42
25,11,4.54,1,0,-0.02203,86,1999,0,0,0,0,0,0,0,0,0,0,503,105,7,11,601,114,8,11,0,4.42
25,12,4.85,1,0,-0.02203,88,2885,110,110,0,0,11,0,0,0,110,0,503,105,7,11,601,114,8,11,0,4.42
27,1,1.19,1,0,1.5039,79.05,0,0,0,0,0,0,0,0,0,0,0,504,135,13,13,511,150,18,12,0.9,0.1
27,2,1.49,1,0,1.5039,91.55,15,0,0,0,0,0,0,0,0,0,0,504,135,13,13,511,150,18,12,0.9,0.1
27,3,1.88,1,0,1.5039,86.45,33,0,0,0,0,0,0,0,0,0,0,504,135,13,13,511,150,18,12,0.9,0.1
27,4,2.17,1,0,1.5039,89.58,508,1,0,0,0,0,0,0,0,0,0,504,135,13,13,511,150,18,12,0.9,0.1
27,5,2.51,1,0,1.5039,90,1049,0,0,0,0,0,0,0,0,0,0,504,135,13,13,511,150,18,12,0.9,0.1
27,6,2.82,1,0,1.5039,89.56,1459,2,2,0,0,0,0,0,0,1,1,504,135,13,13,511,150,18,12,0.9,0.1
27,7,3.08,1,0,1.5039,89.58,1484,12,12,0,0,0,0,0,0,12,0,504,135,13,13,511,150,18,12,0.9,0.1
27,8,3.5,1,0,1.5039,91.42,1592,75,75,0,0,35,27,8,35,75,0,504,135,13,13,511,150,18,12,0.9,0.1
27,9,3.87,1,0,1.5039,90,2681,31,31,2,0,23,1,0,1,31,0,504,135,13,13,511,150,18,12,0.9,0.1
27,10,4.17,1,0,1.5039,90,3492,1,1,0,0,0,0,0,0,1,0,504,135,13,13,511,150,18,12,0.9,0.1
27,11,4.52,1,0,1.5039,90,2241,0,0,0,0,0,0,0,0,0,0,504,135,13,13,511,150,18,12,0.9,0.1
27,12,4.83,1,0,1.5039,90,1162,17,16,5,1,2,0,0,0,16,0,504,135,13,13,511,150,18,12,0.9,0.1
28,1,1.18,1,1,0.68353,80.87,17,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,2,1.51,1,1,0.68353,88.41,92,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,3,1.8,1,1,0.68353,86.29,292,25,6,1,0,0,0,0,0,0,4,504,92,10,9,600,91,8,6,0,9.18
28,4,2.19,1,1,0.68353,89.56,698,30,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,5,2.49,1,1,0.68353,89.44,1031,8,7,0,0,5,0,0,0,1,6,504,92,10,9,600,91,8,6,0,9.18
28,6,2.82,1,1,0.68353,90,1127,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,7,3.15,1,1,0.68353,89.58,2926,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,8,3.51,1,1,0.68353,89.57,1909,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,9,3.87,1,1,0.68353,90,2318,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,10,4.19,1,1,0.68353,90,951,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,11,4.52,1,1,0.68353,90,2043,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
28,12,4.89,1,1,0.68353,90,1934,0,0,0,0,0,0,0,0,0,0,504,92,10,9,600,91,8,6,0,9.18
29,1,1.22,1,1,0.68353,92.46,67,0,0,0,0,0,0,0,0,0,0,505,128,11,12,600,124,10,12,0.4,0.88
29,2,1.5,1,1,0.68353,89.56,270,0,0,0,0,0,0,0,0,0,0,505,128,11,12,600,124,10,12,0.4,0.88
29,3,1.83,1,1,0.68353,90,2166,0,0,0,0,0,0,0,0,0,0,505,128,11,12,600,124,10,12,0.4,0.88
29,4,2.17,1,1,0.68353,89.24,1423,0,0,0,0,0,0,0,0,0,0,505,128,11,12,600,124,10,12,0.4,0.88
29,5,2.5,1,1,0.68353,90,3114,12,12,0,0,7,3,0,3,12,0,505,128,11,12,600,124,10,12,0.4,0.88
29,6,2.82,1,1,0.68353,90,2654,16,0,5,1,12,6,3,9,0,0,505,128,11,12,600,124,10,12,0.4,0.88
29,7,3.15,1,1,0.68353,90,3924,35,13,7,7,14,8,6,14,0,12,505,128,11,12,600,124,10,12,0.4,0.88
29,8,3.48,1,1,0.68353,90,3276,1,1,1,0,0,0,0,0,0,1,505,128,11,12,600,124,10,12,0.4,0.88
29,9,3.84,1,1,0.68353,90,4440,0,0,0,0,0,0,0,0,0,0,505,128,11,12,600,124,10,12,0.4,0.88
29,10,4.2,1,1,0.68353,90,3616,31,2,8,0,28,16,12,28,0,2,505,128,11,12,600,124,10,12,0.4,0.88
29,11,4.61,1,1,0.68353,90,2257,7,6,0,1,1,0,1,1,0,2,505,128,11,12,600,124,10,12,0.4,0.88
29,12,4.83,1,1,0.68353,90,2776,5,0,4,0,1,0,1,1,0,0,505,128,11,12,600,124,10,12,0.4,0.88
33,1,1.15,1,0,-1.13778,79.53,8,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,2,1.46,1,0,-1.13778,86.08,103,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,3,1.87,1,0,-1.13778,86.05,514,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,4,2.14,1,0,-1.13778,89.54,936,1,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,5,2.47,1,0,-1.13778,90,1079,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,6,2.83,1,0,-1.13778,90,1569,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,7,3.18,1,0,-1.13778,90,2159,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,8,3.52,1,0,-1.13778,89.45,1663,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,9,3.84,1,0,-1.13778,91,1432,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,10,4.21,1,0,-1.13778,90,1604,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,11,4.55,1,0,-1.13778,90,385,0,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
33,12,4.81,1,0,-1.13778,90,722,4,0,0,0,0,0,0,0,0,0,504,102,10,9,511,109,9,11,1,0
37,1,1.18,1,1,-0.02203,82,118,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,2,1.53,1,1,-0.02203,88,209,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,3,1.86,1,1,-0.02203,85.01,390,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,4,2.14,1,1,-0.02203,90.08,1347,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,5,2.51,1,1,-0.02203,90,417,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,6,2.85,1,1,-0.02203,90,1672,2,2,0,0,1,0,1,1,0,2,502,118,9,12,510,125,13,12,0.5,1.36
37,7,3.19,1,1,-0.02203,90,1809,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,8,3.52,1,1,-0.02203,90,1658,4,4,0,0,2,0,2,2,4,0,502,118,9,12,510,125,13,12,0.5,1.36
37,9,3.88,1,1,-0.02203,90,725,0,0,0,0,0,0,0,0,0,0,502,118,9,12,510,125,13,12,0.5,1.36
37,10,4.17,1,1,-0.02203,90,1521,7,7,1,2,0,0,0,0,7,0,502,118,9,12,510,125,13,12,0.5,1.36
37,11,4.52,1,1,-0.02203,62,595,1,1,0,0,0,0,0,0,1,0,502,118,9,12,510,125,13,12,0.5,1.36
37,12,4.87,1,1,-0.02203,89,1311,2,2,0,0,0,0,0,0,2,0,502,118,9,12,510,125,13,12,0.5,1.36
38,1,1.16,1,1,0.42204,91.39,74,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,2,1.49,1,1,0.42204,87.58,422,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,3,1.86,1,1,0.42204,89.41,800,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,4,2.15,1,1,0.42204,88.56,1560,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,5,2.49,1,1,0.42204,90,1646,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,6,2.87,1,1,0.42204,90,1834,2,2,0,0,0,0,0,0,0,2,502,138,13,11,510,126,13,9,0.2,1.12
38,7,3.16,1,1,0.42204,90,1922,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,8,3.51,1,1,0.42204,90,1761,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,9,3.87,1,1,0.42204,90,2853,5,0,2,3,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,10,4.18,1,1,0.42204,90,2447,2,0,2,0,1,0,1,1,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,11,4.52,1,1,0.42204,90,3385,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
38,12,4.83,1,1,0.42204,90,2050,0,0,0,0,0,0,0,0,0,0,502,138,13,11,510,126,13,9,0.2,1.12
39,1,1.27,1,0,0.68353,82.27,145,0,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,2,1.49,1,0,0.68353,90,574,13,2,0,0,0,0,0,0,0,2,505,122,13,13,600,132,11,9,0.5,1.12
39,3,1.85,1,0,0.68353,89.41,1127,2,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,4,2.17,1,0,0.68353,90,1497,1,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,5,2.5,1,0,0.68353,90,1826,0,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,6,2.87,1,0,0.68353,90.01,3041,0,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,7,3.19,1,0,0.68353,90,2488,0,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,8,3.52,1,0,0.68353,90,2283,74,74,8,0,9,5,0,5,74,0,505,122,13,13,600,132,11,9,0.5,1.12
39,9,3.86,1,0,0.68353,90,3699,0,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
39,10,4.17,1,0,0.68353,83,2164,14,14,0,0,14,6,8,14,0,14,505,122,13,13,600,132,11,9,0.5,1.12
39,11,4.49,1,0,0.68353,90,2228,1,1,0,0,0,0,0,0,1,0,505,122,13,13,600,132,11,9,0.5,1.12
39,12,4.83,1,0,0.68353,90,2773,0,0,0,0,0,0,0,0,0,0,505,122,13,13,600,132,11,9,0.5,1.12
40,1,1.24,1,1,-0.37203,95.43,116,0,0,0,0,0,0,0,0,0,0,503,118,12,10,600,125,11,11,0.3,0.94
40,2,1.49,1,1,-0.37203,89.18,197,0,0,0,0,0,0,0,0,0,0,503,118,12,10,600,125,11,11,0.3,0.94
40,3,1.86,1,1,-0.37203,89.43,625,0,0,0,0,0,0,0,0,0,0,503,118,12,10,600,125,11,11,0.3,0.94
40,4,2.18,1,1,-0.37203,90,1285,11,11,0,0,0,0,0,0,11,0,503,118,12,10,600,125,11,11,0.3,0.94
40,5,2.49,1,1,-0.37203,90.44,1758,0,0,0,0,0,0,0,0,0,0,503,118,12,10,600,125,11,11,0.3,0.94
40,6,2.86,1,1,-0.37203,89.57,2214,4,4,0,0,0,0,0,0,4,0,503,118,12,10,600,125,11,11,0.3,0.94
40,7,3.16,1,1,-0.37203,89.56,1903,60,60,0,0,0,0,0,0,59,1,503,118,12,10,600,125,11,11,0.3,0.94
40,8,3.48,1,1,-0.37203,73.58,2600,134,130,0,0,0,0,0,0,130,0,503,118,12,10,600,125,11,11,0.3,0.94
40,9,3.87,1,1,-0.37203,90,2298,6,0,0,0,1,0,0,0,0,0,503,118,12,10,600,125,11,11,0.3,0.94
40,10,4.19,1,1,-0.37203,90,2909,6,5,0,0,0,0,0,0,5,0,503,118,12,10,600,125,11,11,0.3,0.94
40,11,4.52,1,1,-0.37203,90,5155,3,3,0,0,3,3,0,3,0,3,503,118,12,10,600,125,11,11,0.3,0.94
40,12,4.9,1,1,-0.37203,90,2426,0,0,0,0,0,0,0,0,0,0,503,118,12,10,600,125,11,11,0.3,0.94
42,1,1.19,1,0,-1.34287,86.01,7,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,2,1.52,1,0,-1.34287,89.58,36,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,3,1.84,1,0,-1.34287,90.07,184,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,4,2.17,1,0,-1.34287,89.34,774,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,5,2.51,1,0,-1.34287,90.02,1527,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,6,2.85,1,0,-1.34287,90.03,1807,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,7,3.23,1,0,-1.34287,86.25,1810,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,8,3.55,1,0,-1.34287,90,1400,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,9,3.84,1,0,-1.34287,90,2094,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,10,4.14,1,0,-1.34287,90,1900,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
42,12,4.79,1,0,-1.34287,90,2820,0,0,0,0,0,0,0,0,0,0,502,111,9,10,NA,NA,13,11,0.3,2.44
43,1,1.17,1,0,-0.02203,88.02,210,22,22,0,0,2,0,0,0,20,2,510,131,12,13,607,118,12,10,0.5,0.88
43,2,1.54,1,0,-0.02203,89.05,487,4,4,0,0,0,0,0,0,1,3,510,131,12,13,607,118,12,10,0.5,0.88
43,3,1.82,1,0,-0.02203,90,747,0,0,0,0,0,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
43,4,2.17,1,0,-0.02203,90,1205,0,0,0,0,0,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
43,5,2.48,1,0,-0.02203,90,2332,2,0,0,0,2,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
43,6,2.83,1,0,-0.02203,89.5,2352,9,3,0,0,7,1,4,5,0,3,510,131,12,13,607,118,12,10,0.5,0.88
43,7,3.17,1,0,-0.02203,90.01,2073,0,0,0,0,0,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
43,8,3.52,1,0,-0.02203,90,1950,12,12,0,0,12,0,0,0,0,12,510,131,12,13,607,118,12,10,0.5,0.88
43,9,3.87,1,0,-0.02203,90,2115,0,0,0,0,0,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
43,10,4.19,1,0,-0.02203,90,2953,25,25,0,1,7,0,0,0,25,0,510,131,12,13,607,118,12,10,0.5,0.88
43,11,4.47,1,0,-0.02203,89,3022,0,0,0,0,0,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
43,12,4.77,1,0,-0.02203,90,2100,0,0,0,0,0,0,0,0,0,0,510,131,12,13,607,118,12,10,0.5,0.88
44,1,1.18,1,1,-0.80852,90.05,41,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,2,1.55,1,1,-0.80852,89.32,98,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,3,1.89,1,1,-0.80852,88.53,727,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,4,2.26,1,1,-0.80852,90.05,1228,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,5,2.54,1,1,-0.80852,89.33,1227,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,6,2.87,1,1,-0.80852,90.01,1121,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,7,3.2,1,1,-0.80852,90.02,2005,7,4,3,0,0,0,0,0,0,4,501,138,12,12,509,144,12,13,0.7,0.68
44,8,3.53,1,1,-0.80852,89.58,2466,11,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,9,3.85,1,1,-0.80852,89.54,4340,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,10,4.21,1,1,-0.80852,90,2846,9,9,0,3,3,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,11,4.48,1,1,-0.80852,90,2051,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
44,12,4.86,1,1,-0.80852,89,3922,0,0,0,0,0,0,0,0,0,0,501,138,12,12,509,144,12,13,0.7,0.68
45,1,1.19,1,1,0.68353,88.13,132,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,2,1.5,1,1,0.68353,89,292,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,3,1.83,1,1,0.68353,90.02,1211,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,4,2.17,1,1,0.68353,90,2522,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,5,2.49,1,1,0.68353,90,3224,3,2,0,0,2,0,2,2,0,2,501,123,12,11,510,134,12,12,0.5,0.64
45,6,2.83,1,1,0.68353,90.02,2725,23,18,0,0,0,0,0,0,18,0,501,123,12,11,510,134,12,12,0.5,0.64
45,7,3.16,1,1,0.68353,90,3481,13,13,0,0,0,0,0,0,13,0,501,123,12,11,510,134,12,12,0.5,0.64
45,8,3.49,1,1,0.68353,90.02,3366,17,0,0,0,17,17,0,17,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,9,3.84,1,1,0.68353,89.55,1730,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,10,4.14,1,1,0.68353,90,1501,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
45,11,4.51,1,1,0.68353,90,2864,69,3,13,0,47,47,0,47,0,3,501,123,12,11,510,134,12,12,0.5,0.64
45,12,4.84,1,1,0.68353,89,2992,0,0,0,0,0,0,0,0,0,0,501,123,12,11,510,134,12,12,0.5,0.64
47,1,1.17,1,1,1.5039,89.06,32,0,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
47,2,1.51,1,1,1.5039,87.51,189,0,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
47,3,1.86,1,1,1.5039,90.01,348,0,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
47,4,2.17,1,1,1.5039,89.57,1104,1,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
47,5,2.51,1,1,1.5039,89.5,990,0,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
47,6,2.84,1,1,1.5039,90.08,1626,0,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
47,7,3.16,1,1,1.5039,91.01,2924,3,3,0,0,0,0,0,0,0,3,601,100,11,8,610,101,10,12,0.4,1.2
47,8,3.51,1,1,1.5039,90,1959,0,0,0,0,0,0,0,0,0,0,601,100,11,8,610,101,10,12,0.4,1.2
