Subject,Session,Age,Time,SES,Utterances,Utterances.with.Letters,Age.KG1,WJ.KG1,Parent.input
88,5,3.87,1.34,1.26871,1151,3,511,105,2615
88,6,4.17,1.67,1.26871,1675,0,511,105,2615
88,7,4.51,2,1.26871,2229,1,511,105,2615
88,8,4.84,2.35,1.26871,1533,15,511,105,2615
88,9,1.18,2.7,1.26871,602,0,511,105,2615
88,10,1.55,3,1.26871,713,0,511,105,2615
88,11,1.86,3.34,1.26871,1304,7,511,105,2615
88,12,2.18,3.67,1.26871,1056,2,511,105,2615
89,1,2.55,0,-0.39833,7,0,504,106,779
89,2,2.95,0.37,-0.39833,145,0,504,106,779
89,3,3.22,0.68,-0.39833,1120,8,504,106,779
89,4,3.52,1,-0.39833,2010,0,504,106,779
89,5,3.9,1.37,-0.39833,1210,1,504,106,779
89,6,4.23,1.77,-0.39833,1336,0,504,106,779
89,7,4.9,2.04,-0.39833,1417,5,504,106,779
89,8,1.14,2.34,-0.39833,1929,22,504,106,779
89,9,1.48,2.72,-0.39833,2244,0,504,106,779
89,10,1.88,3.05,-0.39833,1745,174,504,106,779
89,12,2.16,3.72,-0.39833,1922,0,504,106,779
92,1,2.49,0,0.68353,11,0,511,106,4073
92,2,2.84,0.34,0.68353,492,41,511,106,4073
92,3,3.14,0.74,0.68353,778,0,511,106,4073
92,4,3.5,1.02,0.68353,1827,28,511,106,4073
92,5,3.81,1.35,0.68353,2211,51,511,106,4073
92,6,4.24,1.7,0.68353,2857,0,511,106,4073
92,7,4.48,2,0.68353,2448,0,511,106,4073
92,8,4.86,2.36,0.68353,3717,0,511,106,4073
92,9,1.21,2.67,0.68353,3849,24,511,106,4073
92,10,1.51,3.1,0.68353,4113,50,511,106,4073
92,11,1.87,3.34,0.68353,4503,0,511,106,4073
92,12,2.21,3.72,0.68353,2811,0,511,106,4073
100,1,2.54,0,0.44834,131,0,600,103,3769
100,2,2.86,0.3,0.44834,457,0,600,103,3769
100,3,3.19,0.66,0.44834,1035,0,600,103,3769
100,4,3.51,1,0.44834,1341,0,600,103,3769
100,5,3.84,1.33,0.44834,2155,3,600,103,3769
100,6,4.16,1.65,0.44834,1427,0,600,103,3769
100,7,4.55,1.98,0.44834,2783,0,600,103,3769
100,8,4.8,2.3,0.44834,3017,3,600,103,3769
100,9,1.2,2.63,0.44834,2955,0,600,103,3769
100,10,1.5,2.95,0.44834,2255,9,600,103,3769
100,11,1.86,3.34,0.44834,3377,1,600,103,3769
100,12,2.19,3.59,0.44834,2904,0,600,103,3769
102,1,2.51,0,-1.05686,1,0,601,118,4389
102,2,2.85,0.3,-1.05686,205,0,601,118,4389
102,3,3.18,0.66,-1.05686,139,0,601,118,4389
102,4,3.54,0.99,-1.05686,365,10,601,118,4389
102,5,3.8,1.31,-1.05686,1111,0,601,118,4389
102,6,4.16,1.65,-1.05686,1253,0,601,118,4389
102,7,4.46,1.98,-1.05686,1335,4,601,118,4389
102,8,4.81,2.34,-1.05686,2154,0,601,118,4389
102,9,1.17,2.6,-1.05686,1929,0,601,118,4389
102,10,1.49,2.96,-1.05686,2195,0,601,118,4389
102,11,1.84,3.26,-1.05686,1829,28,601,118,4389
102,12,2.18,3.61,-1.05686,1381,3,601,118,4389
103,1,2.49,0,-0.02203,165,1,509,119,4372
103,2,2.85,0.32,-0.02203,563,0,509,119,4372
103,3,3.21,0.67,-0.02203,1073,0,509,119,4372
103,4,3.5,1.01,-0.02203,2340,0,509,119,4372
103,5,3.85,1.32,-0.02203,2254,0,509,119,4372
103,6,4.17,1.68,-0.02203,2382,0,509,119,4372
103,7,4.48,2.04,-0.02203,2305,1,509,119,4372
103,8,4.86,2.33,-0.02203,1860,0,509,119,4372
103,9,1.17,2.68,-0.02203,1978,0,509,119,4372
103,10,1.48,3,-0.02203,2886,0,509,119,4372
103,11,1.84,3.31,-0.02203,995,0,509,119,4372
103,12,2.17,3.69,-0.02203,2794,14,509,119,4372
105,1,2.49,0.053,-0.02203,21,0,600,113,3885
105,2,2.82,0.363,-0.02203,340,0,600,113,3885
105,3,3.19,0.723,-0.02203,477,6,600,113,3885
105,4,3.57,1.053,-0.02203,710,0,600,113,3885
105,5,3.86,1.373,-0.02203,1193,0,600,113,3885
105,6,4.26,1.703,-0.02203,1557,0,600,113,3885
105,7,4.54,2.073,-0.02203,1849,57,600,113,3885
105,8,4.95,2.453,-0.02203,1208,0,600,113,3885
105,9,1.2,2.743,-0.02203,1124,2,600,113,3885
105,10,1.51,3.143,-0.02203,1649,5,600,113,3885
105,11,1.84,3.423,-0.02203,904,6,600,113,3885
105,12,2.52,3.833,-0.02203,2059,8,600,113,3885
106,1,2.85,0,0.79834,62,0,500,121,4918
106,2,3.17,0.31,0.79834,174,0,500,121,4918
106,3,3.52,0.64,0.79834,453,0,500,121,4918
106,5,3.78,1.32,0.79834,1149,0,500,121,4918
106,6,4.22,1.65,0.79834,1250,0,500,121,4918
106,7,4.55,1.97,0.79834,1136,2,500,121,4918
106,8,4.88,2.32,0.79834,826,0,500,121,4918
106,9,1.18,2.58,0.79834,903,0,500,121,4918
106,10,1.51,3.02,0.79834,1711,2,500,121,4918
106,11,1.83,3.35,0.79834,1921,2,500,121,4918
106,12,2.18,3.68,0.79834,1193,0,500,121,4918
108,1,2.51,0,-1.01361,33,0,NA,NA,2919
108,2,2.85,0.33,-1.01361,86,0,NA,NA,2919
108,3,3.18,0.65,-1.01361,819,0,NA,NA,2919
108,4,3.54,1,-1.01361,1763,0,NA,NA,2919
108,5,3.86,1.33,-1.01361,1836,1,NA,NA,2919
108,6,4.27,1.67,-1.01361,1442,0,NA,NA,2919
108,7,4.44,2,-1.01361,2868,3,NA,NA,2919
108,8,4.95,2.36,-1.01361,1782,4,NA,NA,2919
108,9,1.2,2.68,-1.01361,1657,0,NA,NA,2919
108,10,1.49,3.09,-1.01361,1613,0,NA,NA,2919
108,11,1.83,3.26,-1.01361,2660,1,NA,NA,2919
108,12,2.22,3.77,-1.01361,1192,13,NA,NA,2919
109,1,2.54,0,-0.02203,4,0,510,97,3947
109,2,2.83,0.29,-0.02203,6,0,510,97,3947
109,3,3.21,0.63,-0.02203,3,0,510,97,3947
109,4,3.5,1.02,-0.02203,57,0,510,97,3947
109,5,3.85,1.34,-0.02203,447,0,510,97,3947
109,6,4.17,1.63,-0.02203,508,0,510,97,3947
109,7,4.51,2.01,-0.02203,1800,0,510,97,3947
109,8,4.9,2.3,-0.02203,1582,0,510,97,3947
109,9,1.16,2.65,-0.02203,2796,0,510,97,3947
109,10,1.5,2.97,-0.02203,2959,1,510,97,3947
109,11,1.81,3.31,-0.02203,1346,10,510,97,3947
109,12,2.17,3.7,-0.02203,2160,1,510,97,3947
119,1,2.51,0,1.26871,7,0,505,133,5226
119,2,2.84,0.34,1.26871,92,0,505,133,5226
119,3,3.26,0.65,1.26871,357,0,505,133,5226
119,4,3.53,1.01,1.26871,1004,0,505,133,5226
119,5,3.88,1.35,1.26871,1326,2,505,133,5226
119,6,4.2,1.68,1.26871,1314,2,505,133,5226
119,7,4.56,2.1,1.26871,1762,9,505,133,5226
119,8,4.89,2.37,1.26871,1346,4,505,133,5226
119,9,1.23,2.72,1.26871,2212,1,505,133,5226
119,10,1.55,3.04,1.26871,1808,0,505,133,5226
119,11,1.84,3.4,1.26871,2067,2,505,133,5226
119,12,2.22,3.73,1.26871,2348,0,505,133,5226
125,1,2.51,0,1.5039,7,0,506,119,658
125,2,2.87,0.32,1.5039,177,0,506,119,658
125,3,3.21,0.61,1.5039,441,0,506,119,658
125,4,3.53,0.99,1.5039,1163,0,506,119,658
125,5,3.87,1.28,1.5039,1874,0,506,119,658
125,6,4.18,1.64,1.5039,2437,0,506,119,658
125,7,4.57,1.98,1.5039,1598,0,506,119,658
125,8,4.84,2.3,1.5039,796,6,506,119,658
125,9,1.34,2.64,1.5039,922,0,506,119,658
125,10,1.53,2.95,1.5039,1858,0,506,119,658
125,11,1.84,3.34,1.5039,1819,0,506,119,658
125,12,2.15,3.61,1.5039,827,0,506,119,658
127,1,2.51,0,-0.02203,381,0,508,137,2652
127,2,2.84,0.19,-0.02203,205,0,508,137,2652
127,3,3.16,0.5,-0.02203,514,0,508,137,2652
127,4,3.51,0.81,-0.02203,795,0,508,137,2652
127,5,3.83,1.17,-0.02203,608,2,508,137,2652
127,6,4.18,1.5,-0.02203,909,0,508,137,2652
127,7,4.52,1.82,-0.02203,1689,45,508,137,2652
127,8,4.9,2.17,-0.02203,1964,0,508,137,2652
127,9,1.24,2.49,-0.02203,1071,6,508,137,2652
127,10,1.51,2.84,-0.02203,2064,12,508,137,2652
127,11,1.83,3.18,-0.02203,1495,0,508,137,2652
127,12,2.18,3.56,-0.02203,1171,5,508,137,2652
